City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
335,Edd,ER,13.9297,41.6925,76.66,76,18,3.24,few clouds
336,Londonderry,GB,54.9981,-7.3093,44.2,84,100,9.8,overcast clouds
337,Orbetello,IT,42.4408,11.2196,49.8,61,5,8.05,clear sky
338,Saint George,US,37.1041,-113.5841,72.07,11,0,5.75,clear sky
339,Taft,IR,31.7471,54.2088,42.75,76,75,2.3,broken clouds
340,Castro,BR,-24.7911,-50.0119,66.81,66,36,6.87,scattered clouds
341,Urusha,RU,54.05,122.9,-21.23,96,57,3.2,broken clouds
342,Klyavlino,RU,54.2649,52.0267,24.85,97,100,8.28,light snow
343,Nouadhibou,MR,20.931,-17.0347,69.78,52,73,13.8,broken clouds
344,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.8,95,91,3.98,overcast clouds
345,Sawtell,AU,-30.3833,153.1,73.42,68,95,16.11,overcast clouds
346,Necochea,AR,-38.5473,-58.7368,64.04,61,1,4.47,clear sky
347,Kirakira,SB,-10.4544,161.9205,82.8,74,96,3.8,overcast clouds
348,Ulaangom,MN,49.9811,92.0667,-28.17,94,100,2.64,overcast clouds
349,Aden,YE,12.7794,45.0367,76.1,67,54,6.31,broken clouds
350,Voyvozh,RU,62.892,54.9635,11.59,95,99,6.06,overcast clouds
351,West Lafayette,US,40.4259,-86.9081,20.21,74,100,13.8,overcast clouds
352,Asfi,MA,32.2994,-9.2372,56.66,85,34,12.68,scattered clouds
353,Pangnirtung,CA,66.1451,-65.7125,-16.33,100,100,5.39,overcast clouds
354,Okhotsk,RU,59.3833,143.3,-14.62,81,8,8.72,clear sky
355,Chiang Klang,TH,19.2938,100.8617,65.8,86,93,1.34,overcast clouds
356,Tilichiki,RU,60.4667,166.1,-17.79,90,12,8.88,few clouds
357,Arequipa,PE,-16.3989,-71.535,62.67,55,75,13.8,broken clouds
358,Pangody,RU,65.85,74.4859,-10.19,95,14,14.52,few clouds
359,Batemans Bay,AU,-35.7167,150.1833,71.2,61,34,4.12,scattered clouds
360,Saldanha,ZA,-33.0117,17.9442,68.05,88,91,14.18,overcast clouds
361,Kupang,ID,-10.1667,123.5833,78.73,88,92,4.16,overcast clouds
362,Waitati,NZ,-45.75,170.5667,51.8,85,100,7.07,light rain
363,Darhan,MN,49.4867,105.9228,-20.2,100,99,1.52,overcast clouds
364,Seymchan,RU,62.8833,152.4333,-41.96,100,84,0.31,broken clouds
365,Opuwo,NA,-18.0607,13.84,66.83,79,100,2.93,light rain
366,Culiacan,MX,24.7994,-107.3897,83.16,38,75,9.22,broken clouds
367,Brownsville,US,25.9018,-97.4975,64.4,77,100,17.27,overcast clouds
368,Praia,CV,14.9215,-23.5087,73.94,64,96,20.71,overcast clouds
369,Kathu,TH,7.9178,98.3332,81.63,75,80,6.76,broken clouds
370,Novo Aripuana,BR,-5.1206,-60.3797,75.74,95,93,1.79,overcast clouds
371,Berberati,CF,4.2612,15.7922,72.72,23,11,3.62,few clouds
372,Mareeba,AU,-17.0,145.4333,80.47,76,58,5.5,broken clouds
373,Bud,US,39.447,-86.1758,25.3,78,100,9.64,light snow
374,Gat,IL,31.61,34.7642,50.81,100,0,2.13,clear sky
375,Ulladulla,AU,-35.35,150.4667,74.88,57,27,2.42,scattered clouds
376,Takayama,JP,36.1333,137.25,30.51,86,95,0.98,overcast clouds
377,Broome,US,42.2506,-75.833,33.37,72,100,11.5,overcast clouds
378,Gualeguaychu,AR,-33.0094,-58.5172,70.03,67,49,6.71,scattered clouds
379,Siteki,SZ,-26.45,31.95,62.04,96,0,2.01,clear sky
380,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,77,75,12.66,broken clouds
381,Boende,CD,-0.2167,20.8667,76.98,67,86,2.33,light rain
382,Rock Sound,BS,24.9,-76.2,76.78,82,0,11.9,clear sky
383,Ucluelet,CA,48.9329,-125.5528,55.09,75,3,1.01,clear sky
384,Kaeo,NZ,-35.1,173.7833,74.32,74,86,16.67,overcast clouds
385,Abu Samrah,SY,35.3029,37.1841,46.2,77,1,5.17,clear sky
386,Kumluca,TR,36.3703,30.2869,45.68,76,30,3.62,scattered clouds
387,Kirkenaer,NO,60.4564,12.0582,38.05,96,100,14.65,light rain
388,Mayo,US,38.8876,-76.5119,57.31,54,0,5.75,clear sky
389,Isangel,VU,-19.55,169.2667,86.11,89,75,0.0,broken clouds
390,Lodi,US,38.1302,-121.2725,79.25,38,32,2.19,scattered clouds
391,Sijunjung,ID,-0.6876,100.9537,70.21,98,81,1.39,broken clouds
392,Parkes,AU,-33.1333,148.1833,75.34,53,0,10.47,clear sky
393,Makhu,IN,31.1033,74.9978,45.43,72,0,3.53,clear sky
394,Lithgow,AU,-33.4833,150.15,64.08,80,84,6.69,broken clouds
395,Aksarka,RU,66.5606,67.7975,-16.44,98,100,6.22,overcast clouds
396,Queenstown,ZA,-31.8976,26.8753,68.63,58,3,3.6,clear sky
397,Arauco,CL,-37.2463,-73.3175,68.02,46,70,2.64,broken clouds
398,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.51,77,17,11.05,few clouds
399,Kishi,NG,9.0833,3.85,79.9,12,20,3.49,few clouds
400,Kahului,US,20.8947,-156.47,82.42,60,40,17.27,scattered clouds
401,Ust-Uda,RU,54.1742,103.0304,-31.99,100,94,2.04,overcast clouds
402,Naze,JP,28.3667,129.4833,63.52,88,99,8.99,overcast clouds
403,Flinders,AU,-34.5833,150.8552,75.06,85,66,5.01,broken clouds
404,Tessalit,ML,20.1986,1.0114,65.21,14,0,5.93,clear sky
405,Alyangula,AU,-13.8483,136.4192,78.67,100,28,0.0,scattered clouds
406,Namatanai,PG,-3.6667,152.4333,81.95,74,100,2.21,overcast clouds
407,Alugan,PH,12.2188,125.4808,77.79,86,97,15.17,overcast clouds
408,Tiznit,MA,29.5833,-9.5,56.82,53,4,3.44,clear sky
409,Jhawarian,PK,32.3614,72.6228,50.38,45,7,4.21,clear sky
410,Anito,PH,12.4497,125.2886,76.42,90,97,11.63,overcast clouds
411,Farrukhnagar,IN,17.0778,78.2011,64.11,38,99,7.23,overcast clouds
412,Kingman,US,35.1894,-114.053,71.89,8,0,11.5,clear sky
413,Pogar,RU,52.554,33.2591,20.93,89,10,10.49,clear sky
414,Viedma,AR,-40.8135,-62.9967,73.17,26,95,8.77,overcast clouds
415,Tiksi,RU,71.6872,128.8694,-8.95,91,94,14.07,overcast clouds
416,Newport,GB,51.5877,-2.9984,50.25,90,100,1.99,overcast clouds
417,Solnechnyy,RU,50.7214,136.6319,10.8,93,100,6.8,light snow
418,Vila Velha,BR,-20.3297,-40.2925,75.15,93,75,3.44,moderate rain
419,Qaqortoq,GL,60.7167,-46.0333,30.7,96,100,10.83,light snow
420,Santa Comba,ES,43.0331,-8.8093,46.22,97,16,4.38,few clouds
421,Ballina,AU,-28.8667,153.5667,71.78,82,75,6.91,broken clouds
422,Ampanihy,MG,-24.7,44.75,73.33,80,0,11.81,clear sky
423,Smidovich,RU,48.6,133.8167,13.87,96,100,3.18,light snow
424,Inyonga,TZ,-6.7167,32.0667,64.56,96,100,2.39,overcast clouds
425,Waddan,LY,29.1614,16.139,52.18,45,0,7.2,clear sky
426,Aquiraz,BR,-3.9014,-38.3911,83.17,82,62,6.33,broken clouds
427,Polunochnoye,RU,60.8697,60.4153,-4.79,100,100,2.1,overcast clouds
428,Dzhebariki-Khaya,RU,62.2167,135.8,-37.1,100,100,1.1,overcast clouds
429,San Policarpo,PH,12.1791,125.5072,78.3,84,95,16.28,overcast clouds
430,Turayf,SA,31.6725,38.6637,41.25,65,0,4.61,clear sky
431,Buin,CL,-33.7333,-70.75,88.12,35,28,7.61,scattered clouds
432,Cheremushskiy,RU,61.2731,47.2636,16.48,95,99,7.05,snow
433,Zatoka,UA,46.0725,30.4654,30.74,69,5,9.62,clear sky
434,Lawigan,PH,10.487,122.0354,76.77,84,97,11.83,overcast clouds
435,Kerema,PG,-7.9631,145.7785,81.25,64,11,0.76,few clouds
436,Hambantota,LK,6.1241,81.1185,76.37,84,77,7.36,broken clouds
437,Barcelos,PT,41.5388,-8.6151,50.85,93,24,1.9,few clouds
438,Kununurra,AU,-15.7667,128.7333,82.38,89,37,0.0,scattered clouds
439,Nea Kerasia,GR,40.4757,22.8689,54.14,67,75,5.75,broken clouds
440,Kungurtug,RU,50.5994,97.5228,-26.77,98,24,1.59,few clouds
441,Urumqi,CN,43.801,87.6005,11.35,92,75,4.47,mist
442,Hovd,MN,48.0056,91.6419,-16.8,85,73,2.15,broken clouds
443,Carira,BR,-10.3608,-37.7011,78.39,65,29,10.65,scattered clouds
444,Pevek,RU,69.7008,170.3133,-21.68,98,100,8.75,overcast clouds
445,Sayyan,YE,15.1718,44.3244,53.98,30,100,3.58,overcast clouds
446,Lamar,US,33.6668,-95.5836,43.99,22,0,17.27,clear sky
447,Ostrovnoy,RU,68.0531,39.5131,5.0,96,72,4.03,broken clouds
448,Kailua,US,21.4022,-157.7394,81.07,65,20,10.36,few clouds
449,Lazaro Cardenas,MX,17.9583,-102.2,83.7,46,79,9.95,broken clouds
450,Geraldton,AU,-28.7667,114.6,66.61,82,3,9.22,clear sky
451,Vostok,RU,46.4856,135.8833,2.79,97,100,2.08,overcast clouds
452,Mormugao,IN,15.4,73.8,72.66,78,12,5.75,few clouds
453,Adrar,MR,20.5022,-10.0711,63.45,24,61,9.95,broken clouds
454,Gamba,GA,-2.65,10.0,76.96,90,100,4.97,moderate rain
455,Rensvik,NO,63.1,7.8167,41.27,65,75,6.91,broken clouds
456,Kodinsk,RU,58.6881,99.1844,-21.26,100,21,2.13,few clouds
457,Charters Towers,AU,-20.1,146.2667,78.48,60,0,13.96,clear sky
458,Zaysan,KZ,47.4667,84.8667,14.27,93,100,0.13,overcast clouds
459,Palmer,US,42.1584,-72.3287,50.41,52,75,14.97,broken clouds
460,Moche,PE,-8.1711,-79.0092,71.78,78,75,10.36,broken clouds
461,Mogzon,RU,51.7435,111.9606,-28.01,100,71,0.43,broken clouds
462,Zyryanka,RU,65.75,150.85,-30.17,94,11,8.1,few clouds
463,Mecca,SA,21.4267,39.8261,72.09,29,0,12.66,clear sky
464,Namikupa,TZ,-10.8333,39.6,70.92,97,100,3.49,overcast clouds
465,Mabaruma,GY,8.2,-59.7833,74.25,76,94,5.03,overcast clouds
466,Lebu,CL,-37.6167,-73.65,62.64,76,31,10.4,scattered clouds
467,Sivaganga,IN,9.8667,78.4833,73.35,75,100,9.28,overcast clouds
468,Diapaga,BF,12.0708,1.7889,75.92,12,27,7.07,scattered clouds
469,Vestmannaeyjar,IS,63.4427,-20.2734,29.44,77,26,4.07,scattered clouds
470,Cajaruro,PE,-5.7364,-78.4256,83.57,65,79,4.21,light rain
471,Xuzhou,CN,34.1805,117.1571,38.34,83,76,1.43,broken clouds
472,Cascais,PT,38.6979,-9.4215,55.47,70,9,15.01,clear sky
473,Minab,IR,27.1467,57.0801,66.52,72,84,2.3,broken clouds
474,Bedele,ET,8.456,36.353,58.17,76,54,3.29,broken clouds
475,Iskateley,RU,67.6803,53.1512,11.26,94,99,9.73,overcast clouds
476,Bundaberg,AU,-24.85,152.35,80.22,63,40,13.8,scattered clouds
477,Sobolevo,RU,54.4299,31.8996,25.45,86,54,13.65,broken clouds
478,Olafsvik,IS,64.8945,-23.7142,26.46,70,30,18.19,scattered clouds
479,La Ronge,CA,55.1001,-105.2842,-5.55,59,20,8.05,few clouds
480,Batabano,CU,22.7164,-82.2881,81.21,75,25,6.58,scattered clouds
481,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,scattered clouds
482,Bukachacha,RU,52.9833,116.9167,-14.39,98,99,3.36,overcast clouds
483,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,1.99,72,75,8.95,broken clouds
484,Callaguip,PH,18.0714,120.4867,71.62,100,20,4.61,few clouds
485,Vao,NC,-22.6667,167.4833,80.38,78,99,3.98,overcast clouds
486,Vrangel,RU,42.7297,133.0839,15.37,58,2,8.12,clear sky
487,Santa Helena,BR,-2.2311,-45.3,75.54,92,99,2.59,overcast clouds
488,Hudson Bay,CA,52.85,-102.3842,0.63,88,58,3.04,broken clouds
489,Kushima,JP,31.4583,131.2333,55.44,96,100,4.99,light rain
490,Panna,IN,24.7167,80.2,52.39,37,0,2.33,clear sky
491,Puerto Escondido,MX,15.85,-97.0667,84.06,52,30,5.75,scattered clouds
492,Sochi,RU,43.6,39.7303,41.09,68,79,2.59,light rain
493,Phalaborwa,ZA,-23.943,31.1411,70.88,70,0,5.99,clear sky
494,Katherine,AU,-14.4667,132.2667,80.92,78,5,0.0,clear sky
495,Kieta,PG,-6.2167,155.6333,84.31,64,88,1.32,overcast clouds
496,San Francisco,US,37.7749,-122.4194,81.1,50,44,4.0,scattered clouds
497,Chulman,RU,56.8479,124.9104,-41.26,100,96,0.27,overcast clouds
498,De Aar,ZA,-30.6497,24.0123,76.55,43,39,4.61,scattered clouds
499,Zambezi,ZM,-13.5432,23.1047,65.28,95,100,3.53,light rain
500,Banepa,NP,27.6298,85.5214,43.12,93,40,0.0,mist
501,Selfoss,IS,63.9331,-20.9971,19.29,75,14,14.41,few clouds
502,Omboue,GA,-1.5746,9.2618,78.3,89,100,5.79,light rain
503,Elbeuf,FR,49.2867,1.0029,39.54,73,0,6.91,clear sky
504,Monte Alegre De Minas,BR,-18.8706,-48.8808,72.25,92,34,3.04,scattered clouds
505,Cayenne,GF,4.9333,-52.3333,77.09,86,0,5.99,clear sky
506,Juegang,CN,32.3174,121.1855,42.91,90,100,10.49,light rain
507,Hirado,JP,33.3597,129.5531,45.39,87,100,18.03,light rain
508,Aleksin,RU,54.51,37.08,25.63,95,47,11.88,scattered clouds
509,Port Macquarie,AU,-31.4333,152.9167,69.89,94,75,6.91,broken clouds
510,Altus,US,34.6381,-99.334,46.47,23,0,8.05,clear sky
511,Esil,KZ,51.9556,66.4042,26.1,97,100,11.86,snow
512,Ndola,ZM,-12.9587,28.6366,57.88,94,56,4.34,broken clouds
513,Vallenar,CL,-28.5708,-70.7581,75.11,39,0,6.26,clear sky
514,La Rioja,ES,42.25,-2.5,40.05,86,85,5.46,overcast clouds
515,Sitka,US,57.0531,-135.33,42.69,81,75,6.91,broken clouds
516,Port Moresby,PG,-9.4431,147.1797,78.22,83,20,5.75,few clouds
517,Sambava,MG,-14.2667,50.1667,75.49,88,76,6.04,broken clouds
518,Elizabeth City,US,36.2946,-76.2511,66.25,43,0,5.75,clear sky
519,Evensk,RU,61.95,159.2333,-9.33,75,22,6.71,few clouds
520,Schrobenhausen,DE,48.55,11.2667,34.32,77,75,0.0,broken clouds
521,Belyy Yar,RU,53.6039,91.3903,-29.31,53,20,0.0,smoke
522,Douglas,US,41.3,-96.167,35.89,42,0,9.22,clear sky
523,La Paz,BO,-16.5,-68.15,53.58,71,75,9.22,broken clouds
524,Makakilo City,US,21.3469,-158.0858,79.29,47,20,11.5,few clouds
525,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.11,92,85,3.91,overcast clouds
526,Tezu,IN,27.9167,96.1667,50.95,59,0,4.32,clear sky
527,Quchan,IR,37.106,58.5095,34.36,90,99,2.64,overcast clouds
528,Angoram,PG,-4.0625,144.0661,78.76,91,78,1.99,broken clouds
529,Ishigaki,JP,24.3448,124.1572,66.33,100,75,11.5,broken clouds
530,Ayan,RU,56.45,138.1667,-6.95,80,45,6.82,scattered clouds
531,Mindelo,CV,16.8901,-24.9804,72.95,64,100,25.32,overcast clouds
532,Camabatela,AO,-8.1881,15.375,63.14,92,100,1.43,overcast clouds
533,Awjilah,LY,29.1081,21.2869,54.01,46,0,4.32,clear sky
534,Serra Talhada,BR,-7.9919,-38.2983,71.96,88,90,4.79,overcast clouds
535,Vila Do Maio,CV,15.1333,-23.2167,74.19,72,94,19.55,overcast clouds
536,Contepec,MX,20.0167,-100.1167,65.73,25,60,8.75,broken clouds
537,Condado,CU,21.8767,-79.8403,84.36,78,50,2.95,scattered clouds
538,Ialibu,PG,-6.2821,143.9935,59.63,77,68,1.32,broken clouds
539,Gedangan,ID,-7.3908,112.7267,75.16,100,40,3.44,haze
540,High Prairie,CA,55.4334,-116.4858,38.5,84,100,2.86,overcast clouds
541,Ler,SS,8.3018,30.1418,78.93,30,30,4.76,scattered clouds
542,Kasane,BW,-17.8167,25.15,65.16,95,68,3.51,broken clouds
543,Methoni,GR,36.8197,21.7049,54.21,70,100,3.53,overcast clouds
544,Hami,CN,42.8,93.45,26.33,55,75,5.44,broken clouds
545,Baruun-Urt,MN,46.6806,113.2792,-15.39,100,89,4.56,overcast clouds
546,Palm Valley,US,30.1775,-81.3876,68.22,69,100,4.99,overcast clouds
547,Neuruppin,DE,52.9282,12.8031,36.97,85,89,8.84,overcast clouds
548,Avera,US,33.194,-82.5271,68.05,54,76,7.09,broken clouds
549,Merauke,ID,-8.4667,140.3333,80.13,76,0,11.56,clear sky
550,Cap Malheureux,MU,-19.9842,57.6142,81.09,87,9,3.0,clear sky
551,San Patricio,US,28.017,-97.5169,61.21,56,100,24.9,overcast clouds
552,Columbus,US,39.9612,-82.9988,30.61,74,100,10.36,overcast clouds
553,Ahuimanu,US,21.4447,-157.8378,80.46,58,20,11.5,few clouds
554,Abu Kamal,SY,34.4506,40.9171,50.63,52,0,9.37,clear sky
555,Kamenka,RU,51.3223,42.7678,28.74,96,90,9.31,overcast clouds
556,Mana,GF,5.6592,-53.7767,76.48,88,75,10.16,broken clouds
557,Hobyo,SO,5.3505,48.5268,76.77,69,96,12.57,overcast clouds
558,Morro Bay,US,35.3658,-120.8499,87.12,34,22,4.0,few clouds
559,Aswan,EG,24.0934,32.907,61.9,36,0,6.91,clear sky
560,Bayan,CN,46.0833,127.4,-19.75,100,71,3.22,broken clouds
561,Nizwa,OM,22.9333,57.5333,63.82,40,0,0.78,clear sky
562,Puerto Madero,MX,14.7208,-92.4215,83.19,58,0,10.6,clear sky
563,Puerto Varas,CL,-41.3195,-72.9854,73.85,59,0,18.41,clear sky
564,La Reforma,MX,25.0833,-108.05,81.75,44,96,10.38,overcast clouds
565,Cabo San Lucas,MX,22.8909,-109.9124,85.3,33,1,4.0,clear sky
566,Zhezkazgan,KZ,47.8043,67.7144,25.12,94,99,16.15,overcast clouds
567,Port Blair,IN,11.6667,92.75,74.68,74,11,11.61,few clouds
568,Point Pedro,LK,9.8167,80.2333,79.36,71,94,15.84,moderate rain
569,Sanaur,IN,30.3025,76.4553,46.89,60,0,2.57,clear sky
570,Bara,NG,10.3744,10.7288,72.54,18,22,8.61,few clouds
571,Cap-Chat,CA,49.1001,-66.6821,32.0,93,100,11.5,snow
572,Nuuk,GL,64.1835,-51.7216,14.88,85,100,3.0,overcast clouds
573,Taunggyi,MM,20.7833,97.0333,44.28,60,71,0.81,broken clouds
574,Mufulira,ZM,-12.5498,28.2407,60.48,97,69,3.91,light rain
575,Hofn,IS,64.2539,-15.2082,23.34,68,84,19.04,broken clouds
576,Staryy Nadym,RU,65.6118,72.6842,-10.7,95,9,15.23,clear sky
577,Swan River,CA,52.1058,-101.2676,-4.11,59,12,4.61,few clouds
578,Cotonou,BJ,6.3654,2.4183,82.38,89,20,10.36,few clouds
579,Richards Bay,ZA,-28.783,32.0377,72.52,88,0,9.35,clear sky
580,Garowe,SO,8.4054,48.4845,67.62,64,87,6.89,overcast clouds
581,Sakakah,SA,29.9697,40.2064,45.97,41,0,3.76,clear sky
582,Aberdeen,GB,57.1437,-2.0981,46.49,81,83,14.97,broken clouds
583,Newala,TZ,-10.9431,39.2787,66.13,99,100,3.78,overcast clouds
584,Westport,US,41.1415,-73.3579,55.44,46,0,9.22,clear sky
585,Kotaparh,IN,19.15,82.35,56.14,38,88,4.52,overcast clouds
586,Minot,US,48.2325,-101.2963,11.39,67,100,13.8,overcast clouds
587,Platanos,GR,37.6667,21.6167,52.57,80,100,3.04,overcast clouds
588,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,88,100,10.22,overcast clouds
589,Pelym,RU,61.0108,61.9978,-4.72,100,100,4.25,overcast clouds
590,Thongwa,MM,16.7619,96.5278,69.96,66,83,2.82,broken clouds
591,Kencong,ID,-8.2833,113.3667,75.61,89,98,5.08,overcast clouds
592,Savannah Bight,HN,16.45,-85.85,82.45,79,0,21.85,clear sky
593,Dhidhdhoo,MV,6.8833,73.1,81.1,75,100,8.19,overcast clouds
594,Greymouth,NZ,-42.4667,171.2,51.58,83,100,10.83,overcast clouds
595,Concarneau,FR,47.875,-3.9225,48.99,85,82,13.67,broken clouds
596,Svetlogorsk,BY,52.6333,29.7333,27.18,82,41,9.01,scattered clouds
597,Qui Nhon,VN,13.7667,109.2333,73.51,90,97,6.98,overcast clouds
598,Sorong,ID,-0.8833,131.25,78.24,86,100,8.72,overcast clouds
599,Coria,ES,39.9879,-6.5377,47.44,86,50,3.06,scattered clouds
600,Riyadh,SA,24.6877,46.7219,51.94,40,0,9.86,clear sky
601,Tambacounda,SN,13.7539,-13.7586,78.85,19,0,6.91,clear sky
602,Purwokerto,ID,-7.4214,109.2344,76.46,92,100,1.1,overcast clouds
603,Sangar,RU,63.9242,127.4739,-23.71,99,100,3.06,overcast clouds
604,Monze,ZM,-16.2833,27.4833,62.42,95,96,2.55,overcast clouds
605,Grand Gaube,MU,-20.0064,57.6608,81.0,87,10,3.0,clear sky
606,Piacabucu,BR,-10.4056,-36.4344,80.42,77,3,13.11,clear sky
607,Bubaque,GW,11.2833,-15.8333,78.71,67,0,7.29,clear sky
608,Lososina,RU,48.9975,140.3106,20.73,95,100,8.9,light snow
609,Stornoway,GB,58.2093,-6.3865,42.93,89,75,9.22,broken clouds
610,Hamilton,US,39.1834,-84.5333,29.88,76,100,10.36,overcast clouds
611,Hualmay,PE,-11.0964,-77.6139,72.95,75,50,8.55,scattered clouds
612,Ust-Maya,RU,60.4167,134.5333,-29.78,100,100,1.05,overcast clouds
613,Heihe,CN,50.2441,127.4902,-1.61,92,100,10.2,overcast clouds
614,Jutai,BR,-5.1833,-68.9,76.84,92,76,2.91,broken clouds
615,Pitea,SE,65.3172,21.4794,2.08,98,91,1.52,overcast clouds
616,Erzin,TR,36.9559,36.2,39.72,70,61,3.15,broken clouds
617,Honiara,SB,-9.4333,159.95,83.82,74,88,1.16,overcast clouds
618,Karaton,ID,-6.3424,106.1045,80.96,90,99,3.15,overcast clouds
619,Kulhudhuffushi,MV,6.6221,73.07,81.05,75,100,8.41,overcast clouds
620,Marsh Harbour,BS,26.5412,-77.0636,76.05,79,15,7.92,few clouds
621,Bonavista,CA,48.6499,-53.1147,44.11,82,99,25.55,overcast clouds
622,Rhede,DE,51.8333,6.7,39.11,74,72,10.45,broken clouds
623,Matay,EG,28.419,30.7792,54.86,41,0,4.54,clear sky
624,Lodja,CD,-3.4833,23.4333,70.14,95,90,1.97,light rain
625,Giyani,ZA,-23.3025,30.7187,71.04,63,3,5.5,clear sky
626,Moerai,PF,-22.4333,-151.3333,79.99,69,99,4.54,light rain
627,Mariakani,KE,-3.8633,39.4736,74.3,85,100,1.19,overcast clouds
628,Shache,CN,38.4167,77.2406,36.21,36,100,4.21,overcast clouds
629,College,US,64.8569,-147.8028,-1.41,74,75,0.0,broken clouds
630,Nishihara,JP,26.1842,127.7558,69.46,83,75,8.05,broken clouds
631,Tual,ID,-5.6667,132.75,83.01,71,18,6.08,few clouds
632,Yinchuan,CN,38.4681,106.2731,27.82,74,92,4.03,overcast clouds
633,Pemberton,CA,50.3164,-122.8027,53.46,93,19,1.52,few clouds
634,Mpulungu,ZM,-8.7623,31.1141,72.09,79,99,2.28,overcast clouds
635,Iisalmi,FI,63.5592,27.1907,19.42,99,98,1.48,overcast clouds
636,Caravelas,BR,-17.7125,-39.2481,76.59,85,100,5.08,overcast clouds
637,Cahors,FR,44.4167,1.3333,45.32,93,92,6.96,overcast clouds
638,Marsabit,KE,2.3284,37.9899,70.97,36,61,11.34,broken clouds
639,Lakes Entrance,AU,-37.8811,147.981,71.17,56,15,4.74,few clouds
640,Valparaiso,CL,-33.0393,-71.6273,67.64,74,20,11.5,few clouds
641,Miri,MY,4.4148,114.0089,73.54,100,40,6.91,scattered clouds
642,Posse,BR,-14.0931,-46.3694,69.42,86,91,2.77,overcast clouds
643,Bayshore Gardens,US,27.4253,-82.5904,75.22,49,82,10.67,broken clouds
644,Batsfjord,NO,70.6345,29.7185,18.66,79,22,15.97,few clouds
645,Salamiyah,SY,35.0113,37.0532,45.34,73,0,6.35,clear sky
646,Lianran,CN,24.9227,102.485,41.54,65,1,1.07,clear sky
647,Hirara,JP,24.8,125.2833,66.06,100,75,8.05,mist
648,Senanga,ZM,-16.1167,23.2667,66.45,92,100,3.74,overcast clouds
649,Acambaro,MX,20.0333,-100.7333,72.91,25,66,7.56,broken clouds
650,Ankazoabo,MG,-22.2833,44.5167,76.03,61,41,6.82,scattered clouds
651,Lompoc,US,34.6391,-120.4579,86.14,22,0,13.8,clear sky
652,Letlhakane,BW,-21.4167,25.5833,74.5,32,52,12.88,broken clouds
653,Maneadero,MX,31.7167,-116.5667,67.1,62,68,5.99,broken clouds
654,Burgeo,CA,47.6167,-57.6152,40.21,97,97,22.55,overcast clouds
655,Manaure,CO,11.7751,-72.4445,91.51,63,52,24.76,broken clouds
656,Victor Harbor,AU,-35.5667,138.6167,88.47,31,81,1.99,broken clouds
657,Arman,RU,59.7,150.1667,-6.86,80,99,7.02,overcast clouds
658,Miguel Calmon,BR,-11.4289,-40.595,73.45,77,80,0.2,broken clouds
659,Laguna,US,38.421,-121.4238,79.3,40,0,1.99,clear sky
660,Roald,NO,62.5833,6.1333,44.74,76,100,12.66,moderate rain
661,Birin,NP,26.8865,88.0718,42.35,79,0,4.21,clear sky
662,Cachira,CO,7.741,-73.0483,64.17,89,90,4.76,overcast clouds
663,Pardina,RO,45.3064,28.9569,30.79,72,13,6.38,few clouds
664,Chimbote,PE,-9.0853,-78.5783,73.17,76,98,9.71,overcast clouds
665,Banjar,ID,-8.19,114.9675,78.66,96,100,1.72,overcast clouds
666,Skovorodino,RU,53.9833,123.9167,-19.5,99,72,2.71,broken clouds
667,Niquelandia,BR,-14.4739,-48.4597,71.91,92,95,2.89,overcast clouds
668,Bogande,BF,12.9714,-0.1436,75.2,12,2,7.31,clear sky
669,Maragogi,BR,-9.0122,-35.2225,80.38,77,9,10.65,clear sky
670,Mamallapuram,IN,12.6264,80.1722,79.05,75,18,8.7,few clouds
671,Messina,IT,38.1933,15.5497,55.6,76,20,32.01,few clouds
672,Talara,PE,-4.5772,-81.2719,74.61,74,96,7.87,overcast clouds
673,Jimma,ET,7.6667,36.8333,62.15,71,63,1.74,broken clouds
674,Celestun,MX,20.8667,-90.4,78.19,78,78,10.07,broken clouds
675,Sunrise,US,26.1577,-80.2861,79.02,73,40,12.66,scattered clouds
676,Half Moon Bay,US,37.4636,-122.4286,83.19,43,20,0.0,few clouds
677,Pokrovsk,UA,48.282,37.1758,29.7,81,99,11.86,overcast clouds
678,Shumyachi,RU,53.8583,32.4242,23.59,87,39,11.9,scattered clouds
679,Scarborough,GB,54.2797,-0.4044,48.07,88,100,15.01,overcast clouds
680,Banda Aceh,ID,5.5577,95.3222,77.18,84,45,8.99,scattered clouds
681,Nizhneangarsk,RU,55.7833,109.55,-20.09,86,12,5.41,few clouds
682,Harare,ZW,-17.8294,31.0539,59.65,87,100,3.65,overcast clouds
683,Copiapo,CL,-27.3667,-70.3333,67.69,47,0,7.47,clear sky
684,Kabanjahe,ID,3.1001,98.4908,63.36,92,98,1.28,overcast clouds
685,Ouesso,CG,1.6136,16.0517,74.57,32,92,0.65,overcast clouds
686,Thinadhoo,MV,0.5333,72.9333,81.01,72,100,10.16,overcast clouds
